ROIid;ROIabbr;ROIname
396;rDorsAttnA_SPL_7;17Networks_RH_DorsAttnA_SPL_7
397;rDorsAttnA_SPL_8;17Networks_RH_DorsAttnA_SPL_8
398;rDorsAttnA_SPL_9;17Networks_RH_DorsAttnA_SPL_9
399;rDorsAttnA_SPL_10;17Networks_RH_DorsAttnA_SPL_10
400;rDorsAttnA_SPL_11;17Networks_RH_DorsAttnA_SPL_11
401;rDorsAttnA_SPL_12;17Networks_RH_DorsAttnA_SPL_12
402;rDorsAttnB_TempOcc_1;17Networks_RH_DorsAttnB_TempOcc_1
403;rDorsAttnB_PostC_1;17Networks_RH_DorsAttnB_PostC_1
404;rDorsAttnB_PostC_2;17Networks_RH_DorsAttnB_PostC_2
405;rDorsAttnB_PostC_3;17Networks_RH_DorsAttnB_PostC_3
406;rDorsAttnB_PostC_4;17Networks_RH_DorsAttnB_PostC_4
407;rDorsAttnB_PostC_5;17Networks_RH_DorsAttnB_PostC_5
408;rDorsAttnB_PostC_6;17Networks_RH_DorsAttnB_PostC_6
409;rDorsAttnB_PostC_7;17Networks_RH_DorsAttnB_PostC_7
410;rDorsAttnB_PostC_8;17Networks_RH_DorsAttnB_PostC_8
411;rDorsAttnB_PostC_9;17Networks_RH_DorsAttnB_PostC_9
412;rDorsAttnB_PostC_10;17Networks_RH_DorsAttnB_PostC_10
413;rDorsAttnB_PostC_11;17Networks_RH_DorsAttnB_PostC_11
414;rDorsAttnB_PostC_12;17Networks_RH_DorsAttnB_PostC_12
415;rDorsAttnB_FEF_1;17Networks_RH_DorsAttnB_FEF_1
416;rDorsAttnB_FEF_2;17Networks_RH_DorsAttnB_FEF_2
417;rDorsAttnB_FEF_3;17Networks_RH_DorsAttnB_FEF_3
418;rDorsAttnB_FEF_4;17Networks_RH_DorsAttnB_FEF_4
419;rDorsAttnB_PrCv_1;17Networks_RH_DorsAttnB_PrCv_1
420;rSalVentAttnA_ParOper_1;17Networks_RH_SalVentAttnA_ParOper_1
421;rSalVentAttnA_ParOper_2;17Networks_RH_SalVentAttnA_ParOper_2
422;rSalVentAttnA_ParOper_3;17Networks_RH_SalVentAttnA_ParOper_3
423;rSalVentAttnA_ParOper_4;17Networks_RH_SalVentAttnA_ParOper_4
424;rSalVentAttnA_ParOper_5;17Networks_RH_SalVentAttnA_ParOper_5
425;rSalVentAttnA_PrC_1;17Networks_RH_SalVentAttnA_PrC_1
426;rSalVentAttnA_FrOper_1;17Networks_RH_SalVentAttnA_FrOper_1
427;rSalVentAttnA_FrOper_2;17Networks_RH_SalVentAttnA_FrOper_2
428;rSalVentAttnA_FrOper_3;17Networks_RH_SalVentAttnA_FrOper_3
429;rSalVentAttnA_FrOper_4;17Networks_RH_SalVentAttnA_FrOper_4
430;rSalVentAttnA_FrOper_5;17Networks_RH_SalVentAttnA_FrOper_5
431;rSalVentAttnA_Ins_1;17Networks_RH_SalVentAttnA_Ins_1
432;rSalVentAttnA_Ins_2;17Networks_RH_SalVentAttnA_Ins_2
433;rSalVentAttnA_Ins_3;17Networks_RH_SalVentAttnA_Ins_3
434;rSalVentAttnA_Ins_4;17Networks_RH_SalVentAttnA_Ins_4
435;rSalVentAttnA_Ins_5;17Networks_RH_SalVentAttnA_Ins_5
436;rSalVentAttnA_Ins_6;17Networks_RH_SalVentAttnA_Ins_6
437;rSalVentAttnA_ParMed_1;17Networks_RH_SalVentAttnA_ParMed_1
438;rSalVentAttnA_ParMed_2;17Networks_RH_SalVentAttnA_ParMed_2
439;rSalVentAttnA_ParMed_3;17Networks_RH_SalVentAttnA_ParMed_3
440;rSalVentAttnA_ParMed_4;17Networks_RH_SalVentAttnA_ParMed_4
441;rSalVentAttnA_ParMed_5;17Networks_RH_SalVentAttnA_ParMed_5
442;rSalVentAttnA_ParMed_6;17Networks_RH_SalVentAttnA_ParMed_6
443;rSalVentAttnA_FrMed_1;17Networks_RH_SalVentAttnA_FrMed_1
444;rSalVentAttnA_FrMed_2;17Networks_RH_SalVentAttnA_FrMed_2
445;rSalVentAttnA_FrMed_3;17Networks_RH_SalVentAttnA_FrMed_3
446;rSalVentAttnA_FrMed_4;17Networks_RH_SalVentAttnA_FrMed_4
447;rSalVentAttnA_FrMed_5;17Networks_RH_SalVentAttnA_FrMed_5
448;rSalVentAttnA_FrMed_6;17Networks_RH_SalVentAttnA_FrMed_6
449;rSalVentAttnA_FrMed_7;17Networks_RH_SalVentAttnA_FrMed_7
450;rSalVentAttnB_IPL_1;17Networks_RH_SalVentAttnB_IPL_1
451;rSalVentAttnB_IPL_2;17Networks_RH_SalVentAttnB_IPL_2
452;rSalVentAttnB_PFCd_1;17Networks_RH_SalVentAttnB_PFCd_1
453;rSalVentAttnB_PFCd_2;17Networks_RH_SalVentAttnB_PFCd_2
454;rSalVentAttnB_PFCl_1;17Networks_RH_SalVentAttnB_PFCl_1
455;rSalVentAttnB_PFCl_2;17Networks_RH_SalVentAttnB_PFCl_2
456;rSalVentAttnB_PFCl_3;17Networks_RH_SalVentAttnB_PFCl_3
457;rSalVentAttnB_PFClv_1;17Networks_RH_SalVentAttnB_PFClv_1
458;rSalVentAttnB_PFClv_2;17Networks_RH_SalVentAttnB_PFClv_2
459;rSalVentAttnB_Ins_1;17Networks_RH_SalVentAttnB_Ins_1
460;rSalVentAttnB_Ins_2;17Networks_RH_SalVentAttnB_Ins_2
461;rSalVentAttnB_Ins_3;17Networks_RH_SalVentAttnB_Ins_3
462;rSalVentAttnB_Ins_4;17Networks_RH_SalVentAttnB_Ins_4
463;rSalVentAttnB_PFCmp_1;17Networks_RH_SalVentAttnB_PFCmp_1
464;rSalVentAttnB_PFCmp_2;17Networks_RH_SalVentAttnB_PFCmp_2
465;rSalVentAttnB_PFCmp_3;17Networks_RH_SalVentAttnB_PFCmp_3
466;rSalVentAttnB_PFCmp_4;17Networks_RH_SalVentAttnB_PFCmp_4
467;rSalVentAttnB_Cinga_1;17Networks_RH_SalVentAttnB_Cinga_1
468;rLimbicB_OFC_1;17Networks_RH_LimbicB_OFC_1
469;rLimbicB_OFC_2;17Networks_RH_LimbicB_OFC_2
470;rLimbicB_OFC_3;17Networks_RH_LimbicB_OFC_3
471;rLimbicB_OFC_4;17Networks_RH_LimbicB_OFC_4
472;rLimbicB_OFC_5;17Networks_RH_LimbicB_OFC_5
473;rLimbicB_OFC_6;17Networks_RH_LimbicB_OFC_6
474;rLimbicB_OFC_7;17Networks_RH_LimbicB_OFC_7
475;rLimbicB_OFC_8;17Networks_RH_LimbicB_OFC_8
476;rLimbicB_OFC_9;17Networks_RH_LimbicB_OFC_9
477;rLimbicB_OFC_10;17Networks_RH_LimbicB_OFC_10
478;rLimbicB_OFC_11;17Networks_RH_LimbicB_OFC_11
479;rLimbicA_TempPole_1;17Networks_RH_LimbicA_TempPole_1
480;rLimbicA_TempPole_2;17Networks_RH_LimbicA_TempPole_2
481;rLimbicA_TempPole_3;17Networks_RH_LimbicA_TempPole_3
482;rLimbicA_TempPole_4;17Networks_RH_LimbicA_TempPole_4
483;rLimbicA_TempPole_5;17Networks_RH_LimbicA_TempPole_5
484;rLimbicA_TempPole_6;17Networks_RH_LimbicA_TempPole_6
485;rLimbicA_TempPole_7;17Networks_RH_LimbicA_TempPole_7
486;rLimbicA_TempPole_8;17Networks_RH_LimbicA_TempPole_8
487;rLimbicA_TempPole_9;17Networks_RH_LimbicA_TempPole_9
488;rContA_IPS_1;17Networks_RH_ContA_IPS_1
489;rContA_IPS_2;17Networks_RH_ContA_IPS_2
490;rContA_IPS_3;17Networks_RH_ContA_IPS_3
491;rContA_IPS_4;17Networks_RH_ContA_IPS_4
492;rContA_IPS_5;17Networks_RH_ContA_IPS_5
493;rContA_IPS_6;17Networks_RH_ContA_IPS_6
494;rContA_IPS_7;17Networks_RH_ContA_IPS_7
495;rContA_IPS_8;17Networks_RH_ContA_IPS_8
496;rContA_PFCd_1;17Networks_RH_ContA_PFCd_1
497;rContA_PFCd_2;17Networks_RH_ContA_PFCd_2
498;rContA_PFCl_1;17Networks_RH_ContA_PFCl_1
499;rContA_PFCl_2;17Networks_RH_ContA_PFCl_2
500;rContA_PFCl_3;17Networks_RH_ContA_PFCl_3
501;rContA_PFCl_4;17Networks_RH_ContA_PFCl_4
502;rContA_PFCl_5;17Networks_RH_ContA_PFCl_5
503;rContA_PFCl_6;17Networks_RH_ContA_PFCl_6
504;rContA_PFCl_7;17Networks_RH_ContA_PFCl_7
505;rContA_Cingm_1;17Networks_RH_ContA_Cingm_1
506;rContB_Temp_1;17Networks_RH_ContB_Temp_1
507;rContB_Temp_2;17Networks_RH_ContB_Temp_2
508;rContB_Temp_3;17Networks_RH_ContB_Temp_3
509;rContB_IPL_1;17Networks_RH_ContB_IPL_1
510;rContB_IPL_2;17Networks_RH_ContB_IPL_2
511;rContB_IPL_3;17Networks_RH_ContB_IPL_3
512;rContB_IPL_4;17Networks_RH_ContB_IPL_4
513;rContB_IPL_5;17Networks_RH_ContB_IPL_5
514;rContB_PFCld_1;17Networks_RH_ContB_PFCld_1
515;rContB_PFCld_2;17Networks_RH_ContB_PFCld_2
516;rContB_PFCld_3;17Networks_RH_ContB_PFCld_3
517;rContB_PFCld_4;17Networks_RH_ContB_PFCld_4
518;rContB_PFCld_5;17Networks_RH_ContB_PFCld_5
519;rContB_PFCld_6;17Networks_RH_ContB_PFCld_6
520;rContB_PFCld_7;17Networks_RH_ContB_PFCld_7
521;rContB_PFClv_1;17Networks_RH_ContB_PFClv_1
522;rContB_PFClv_2;17Networks_RH_ContB_PFClv_2
523;rContB_PFClv_3;17Networks_RH_ContB_PFClv_3
524;rContB_PFClv_4;17Networks_RH_ContB_PFClv_4
525;rContB_PFClv_5;17Networks_RH_ContB_PFClv_5
526;rContB_PFClv_6;17Networks_RH_ContB_PFClv_6
527;rContB_PFCmp_1;17Networks_RH_ContB_PFCmp_1
528;rContC_pCun_1;17Networks_RH_ContC_pCun_1
529;rContC_pCun_2;17Networks_RH_ContC_pCun_2
530;rContC_pCun_3;17Networks_RH_ContC_pCun_3
531;rContC_pCun_4;17Networks_RH_ContC_pCun_4
532;rContC_pCun_5;17Networks_RH_ContC_pCun_5
533;rContC_pCun_6;17Networks_RH_ContC_pCun_6
534;rContC_Cingp_1;17Networks_RH_ContC_Cingp_1
535;rContC_Cingp_2;17Networks_RH_ContC_Cingp_2
536;rContC_Cingp_3;17Networks_RH_ContC_Cingp_3
537;rDefaultA_Temp_1;17Networks_RH_DefaultA_Temp_1
538;rDefaultA_IPL_1;17Networks_RH_DefaultA_IPL_1
539;rDefaultA_IPL_2;17Networks_RH_DefaultA_IPL_2
540;rDefaultA_IPL_3;17Networks_RH_DefaultA_IPL_3
541;rDefaultA_IPL_4;17Networks_RH_DefaultA_IPL_4
542;rDefaultA_PFCd_1;17Networks_RH_DefaultA_PFCd_1
543;rDefaultA_PFCd_2;17Networks_RH_DefaultA_PFCd_2
544;rDefaultA_PFCd_3;17Networks_RH_DefaultA_PFCd_3
545;rDefaultA_pCunPCC_1;17Networks_RH_DefaultA_pCunPCC_1
546;rDefaultA_pCunPCC_2;17Networks_RH_DefaultA_pCunPCC_2
547;rDefaultA_pCunPCC_3;17Networks_RH_DefaultA_pCunPCC_3
548;rDefaultA_pCunPCC_4;17Networks_RH_DefaultA_pCunPCC_4
549;rDefaultA_pCunPCC_5;17Networks_RH_DefaultA_pCunPCC_5
550;rDefaultA_pCunPCC_6;17Networks_RH_DefaultA_pCunPCC_6
551;rDefaultA_pCunPCC_7;17Networks_RH_DefaultA_pCunPCC_7
552;rDefaultA_pCunPCC_8;17Networks_RH_DefaultA_pCunPCC_8
553;rDefaultA_pCunPCC_9;17Networks_RH_DefaultA_pCunPCC_9
554;rDefaultA_pCunPCC_10;17Networks_RH_DefaultA_pCunPCC_10
555;rDefaultA_PFCm_1;17Networks_RH_DefaultA_PFCm_1
556;rDefaultA_PFCm_2;17Networks_RH_DefaultA_PFCm_2
557;rDefaultA_PFCm_3;17Networks_RH_DefaultA_PFCm_3
558;rDefaultA_PFCm_4;17Networks_RH_DefaultA_PFCm_4
559;rDefaultA_PFCm_5;17Networks_RH_DefaultA_PFCm_5
560;rDefaultA_PFCm_6;17Networks_RH_DefaultA_PFCm_6
561;rDefaultA_PFCm_7;17Networks_RH_DefaultA_PFCm_7
562;rDefaultA_PFCm_8;17Networks_RH_DefaultA_PFCm_8
563;rDefaultB_Temp_1;17Networks_RH_DefaultB_Temp_1
564;rDefaultB_Temp_2;17Networks_RH_DefaultB_Temp_2
565;rDefaultB_AntTemp_1;17Networks_RH_DefaultB_AntTemp_1
566;rDefaultB_AntTemp_2;17Networks_RH_DefaultB_AntTemp_2
567;rDefaultB_AntTemp_3;17Networks_RH_DefaultB_AntTemp_3
568;rDefaultB_PFCd_1;17Networks_RH_DefaultB_PFCd_1
569;rDefaultB_PFCd_2;17Networks_RH_DefaultB_PFCd_2
570;rDefaultB_PFCd_3;17Networks_RH_DefaultB_PFCd_3
571;rDefaultB_PFCd_4;17Networks_RH_DefaultB_PFCd_4
572;rDefaultB_PFCd_5;17Networks_RH_DefaultB_PFCd_5
573;rDefaultB_PFCd_6;17Networks_RH_DefaultB_PFCd_6
574;rDefaultB_PFCv_1;17Networks_RH_DefaultB_PFCv_1
575;rDefaultB_PFCv_2;17Networks_RH_DefaultB_PFCv_2
576;rDefaultB_PFCv_3;17Networks_RH_DefaultB_PFCv_3
577;rDefaultB_PFCv_4;17Networks_RH_DefaultB_PFCv_4
578;rDefaultB_PFCv_5;17Networks_RH_DefaultB_PFCv_5
579;rDefaultC_IPL_1;17Networks_RH_DefaultC_IPL_1
580;rDefaultC_IPL_2;17Networks_RH_DefaultC_IPL_2
581;rDefaultC_IPL_3;17Networks_RH_DefaultC_IPL_3
582;rDefaultC_Rsp_1;17Networks_RH_DefaultC_Rsp_1
583;rDefaultC_Rsp_2;17Networks_RH_DefaultC_Rsp_2
584;rDefaultC_Rsp_3;17Networks_RH_DefaultC_Rsp_3
585;rDefaultC_PHC_1;17Networks_RH_DefaultC_PHC_1
586;rDefaultC_PHC_2;17Networks_RH_DefaultC_PHC_2
587;rDefaultC_PHC_3;17Networks_RH_DefaultC_PHC_3
588;rTempPar_1;17Networks_RH_TempPar_1
589;rTempPar_2;17Networks_RH_TempPar_2
590;rTempPar_3;17Networks_RH_TempPar_3
591;rTempPar_4;17Networks_RH_TempPar_4
592;rTempPar_5;17Networks_RH_TempPar_5
593;rTempPar_6;17Networks_RH_TempPar_6
594;rTempPar_7;17Networks_RH_TempPar_7
595;rTempPar_8;17Networks_RH_TempPar_8
596;rTempPar_9;17Networks_RH_TempPar_9
597;rTempPar_10;17Networks_RH_TempPar_10
598;rTempPar_11;17Networks_RH_TempPar_11
599;rTempPar_12;17Networks_RH_TempPar_12
600;rTempPar_13;17Networks_RH_TempPar_13
